<DTYYYYMMDD>,<TICKER>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
2017-03-25,Jam.Petr.,9519.0,9519.0,9499.0,9641.0,301818792,31768,11,D,9645.0,9500.0
2017-03-18,Jam.Petr.,9642.0,9650.0,9520.0,9645.0,2170355350,225420,16,D,9650.0,9650.0
2017-03-15,Jam.Petr.,9313.0,9549.0,9313.0,9650.0,275637473,29051,11,D,9655.0,9549.0
2017-03-14,Jam.Petr.,9304.0,9350.0,9303.0,9655.0,1463729340,156800,25,D,9712.0,9350.0
2017-03-13,Jam.Petr.,9499.0,9499.0,9499.0,9712.0,1092385,115,1,D,9712.0,9499.0
2017-03-12,Jam.Petr.,9316.0,9700.0,9316.0,9712.0,246131690,26240,21,D,9721.0,9350.0
2017-03-11,Jam.Petr.,9267.0,9799.0,9267.0,9721.0,13684916479,1407806,69,D,9593.0,9797.0
2017-03-08,Jam.Petr.,9401.0,9401.0,9300.0,9593.0,114625008,12243,17,D,9596.0,9300.0
2017-03-07,Jam.Petr.,9589.0,9649.0,9399.0,9596.0,4929059118,512856,36,D,9582.0,9400.0
2017-03-06,Jam.Petr.,9521.0,9612.0,9222.0,9582.0,12804126947,1336232,62,D,9517.0,9594.0
2017-03-05,Jam.Petr.,9530.0,9540.0,9210.0,9517.0,81615641,8599,10,D,9517.0,9212.0
2017-03-04,Jam.Petr.,9201.0,9690.0,9200.0,9517.0,1025640747,109451,37,D,9534.0,9400.0
2017-03-01,Jam.Petr.,9582.0,9582.0,9300.0,9534.0,130594980,13899,21,D,9536.0,9310.0
2017-02-28,Jam.Petr.,9579.0,9580.0,9400.0,9536.0,15890299480,1666385,89,D,9537.0,9500.0
2017-02-27,Jam.Petr.,9670.0,9680.0,9400.0,9537.0,9917452151,1039916,173,D,9348.0,9400.0
2017-02-26,Jam.Petr.,9720.0,9720.0,9036.0,9348.0,8912858384,954703,92,D,9511.0,9400.0
2017-02-25,Jam.Petr.,9700.0,9700.0,9471.0,9511.0,11150716875,1172391,79,D,9712.0,9500.0
2017-02-22,Jam.Petr.,9870.0,9870.0,9502.0,9712.0,1958143504,201454,27,D,9710.0,9709.0
2017-02-21,Jam.Petr.,9799.0,9849.0,9770.0,9710.0,944859450,96260,28,D,9699.0,9780.0
2017-02-20,Jam.Petr.,9700.0,9849.0,9652.0,9699.0,5108312806,522271,114,D,9616.0,9800.0
2017-02-19,Jam.Petr.,9630.0,9699.0,9600.0,9616.0,3830270345,396611,60,D,9591.0,9698.0
2017-02-18,Jam.Petr.,9570.0,9649.0,9551.0,9591.0,1753986340,182775,24,D,9590.0,9600.0
2017-02-15,Jam.Petr.,9537.0,9750.0,9501.0,9590.0,37656191785,3926511,135,D,9489.0,9550.0
2017-02-14,Jam.Petr.,9490.0,9510.0,9402.0,9489.0,4014468473,423279,37,D,9493.0,9510.0
